,Algoritmo,tempoExecucao,Tamanho Vetor
0,Merge Sort,0.0017259000160265714,1000
1,Merge Sort,0.006569099990883842,3000
2,Merge Sort,0.016832100023748353,6000
3,Merge Sort,0.03992140002083033,10000
4,Merge Sort,0.04378269999870099,15000
5,Merge Sort,0.06088839998119511,21000
6,Merge Sort,0.09668919999967329,28000
7,Merge Sort,0.12159130000509322,36000
8,Merge Sort,0.1455720000085421,45000
9,Merge Sort,0.25076669998816215,55000
