,Algoritmo,tempoExecucao,Tamanho Vetor
0,Heap Sort,0.0015608000103384256,1000
1,Heap Sort,0.011009600013494492,3000
2,Heap Sort,0.015205500007141382,6000
3,Heap Sort,0.030655200011096895,10000
4,Heap Sort,0.04265940000186674,15000
5,Heap Sort,0.06890550002572127,21000
6,Heap Sort,0.08958349999738857,28000
7,Heap Sort,0.12160750001203269,36000
8,Heap Sort,0.17505489999894053,45000
9,Heap Sort,0.19732169999042526,55000
