,Algoritmo,tempoExecucao,Tamanho Vetor
0,Shell Sort,0.023743699999982937,1000
1,Shell Sort,0.2304091000000028,3000
2,Shell Sort,0.8754857000000129,6000
3,Shell Sort,2.772397500000011,10000
4,Shell Sort,6.0083944000000145,15000
5,Shell Sort,11.590418800000009,21000
6,Shell Sort,22.78957730000002,28000
7,Shell Sort,38.5003849,36000
8,Shell Sort,55.859733199999994,45000
9,Shell Sort,87.83528339999998,55000
