,Algoritmo,tempoExecucao,Tamanho Vetor
104,sortLinux,0.034996200003661215,5565000
105,sortLinux,0.03504869999596849,5671000
106,sortLinux,0.03510979999555275,5778000
107,sortLinux,0.035707200004253536,5886000
108,sortLinux,0.0390198000241071,5995000
109,sortLinux,0.03909700000076555,6105000
110,sortLinux,0.041620600008172914,6216000
111,sortLinux,0.03796309998142533,6328000
112,sortLinux,0.04013999999733642,6441000
113,sortLinux,0.042623700021067634,6555000
114,sortLinux,0.0398816000088118,6670000
115,sortLinux,0.04175139998551458,6786000
116,sortLinux,0.039768299990100786,6903000
117,sortLinux,0.04380539999692701,7021000
118,sortLinux,0.0442318000132218,7140000
119,sortLinux,0.047314099996583536,7260000
120,sortLinux,0.04544859999441542,7381000
121,sortLinux,0.043631200009258464,7503000
122,sortLinux,0.04680250000092201,7626000
123,sortLinux,0.041583300015190616,7750000
124,sortLinux,0.04909409998799674,7875000
125,sortLinux,0.050001900002826005,8001000
126,sortLinux,0.04990470001939684,8128000
127,sortLinux,0.05004120001103729,8256000
128,sortLinux,0.05190539997420274,8385000
129,sortLinux,0.06074690000968985,8515000
130,sortLinux,0.05296300002373755,8646000
131,sortLinux,0.05615759998909198,8778000
132,sortLinux,0.046379400009755045,8911000
133,sortLinux,0.055086799984565005,9045000
134,sortLinux,0.05719179997686297,9180000
135,sortLinux,0.0528440999914892,9316000
136,sortLinux,0.05960760000743903,9453000
137,sortLinux,0.058112400001846254,9591000
138,sortLinux,0.05926280000130646,9730000
139,sortLinux,0.05714730001636781,9870000
140,sortLinux,0.061936399986734614,10011000
141,sortLinux,0.06314649997511879,10153000
142,sortLinux,0.06293590000132099,10296000
143,sortLinux,0.06349400000181049,10440000
144,sortLinux,0.05885529998340644,10585000
145,sortLinux,0.061072399985278025,10731000
146,sortLinux,0.06851579999784008,10878000
147,sortLinux,0.0679408999858424,11026000
148,sortLinux,0.06869679997907951,11175000
149,sortLinux,0.0697568999894429,11325000
