,Algoritmo,tempoExecucao,Tamanho Vetor
0,Insertion Sort,8.640001760795712e-05,1000
1,Insertion Sort,0.0002742999931797385,3000
2,Insertion Sort,0.00047080000513233244,6000
3,Insertion Sort,0.0007931000145617872,10000
4,Insertion Sort,0.0015100999735295773,15000
5,Insertion Sort,0.003070500009926036,21000
6,Insertion Sort,0.00248170000850223,28000
7,Insertion Sort,0.0035955999919679016,36000
8,Insertion Sort,0.004422800004249439,45000
9,Insertion Sort,0.005378800007747486,55000
