,Algoritmo,tempoExecucao,Tamanho Vetor
0,Shell Sort Teorema 2,0.020317499999919164,1000
1,Shell Sort Teorema 2,0.1932910999998967,3000
2,Shell Sort Teorema 2,0.9156734999999117,6000
3,Shell Sort Teorema 2,2.344398100000035,10000
4,Shell Sort Teorema 2,5.2808648999998695,15000
5,Shell Sort Teorema 2,10.136206199999833,21000
6,Shell Sort Teorema 2,18.125569999999925,28000
7,Shell Sort Teorema 2,30.24562949999995,36000
8,Shell Sort Teorema 2,46.83198080000011,45000
9,Shell Sort Teorema 2,70.70191449999993,55000
